 # Data format: "%float(OrientPitch),%float(OrientYaw),%float(OrientRoll),%float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ),%float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ),%float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ)"
0.0076913232915103436,-0.00849706307053566,0.004408036824315786,0.06158072501420975,0.003032257780432701,-0.004472619853913784,0.071044921875,1.1044921875,0.0869140625,-0.32660549879074097,-0.4853211045265198,-0.2431192696094513
0.008532609790563583,-0.008381453342735767,0.003889742074534297,0.07624106109142303,0.010362425819039345,-0.04356684535741806,-0.045654296875,1.042236328125,0.071533203125,-0.3275229334831238,-0.488990843296051,-0.24495412409305573
0.008983985520899296,-0.008366202004253864,0.004441298544406891,0.040811918675899506,0.0005888696759939194,0.05050363019108772,0.009521484375,1.053955078125,0.078369140625,-0.33211010694503784,-0.4935779869556427,-0.2495412826538086
0.008745577186346054,-0.008465021848678589,0.005505967885255814,-0.010499250143766403,-0.012849769555032253,0.07615921646356583,0.02587890625,0.988525390625,0.096923828125,-0.3284403681755066,-0.4880734086036682,-0.24770642817020416
0.008981081657111645,-0.008583761751651764,0.005377762019634247,0.023708194494247437,-0.011628075502812862,-0.013024481013417244,0.010986328125,1.02197265625,0.09716796875,-0.3284403681755066,-0.4880734086036682,-0.24770642817020416
0.009401285089552402,-0.008607495576143265,0.005460144951939583,0.039590220898389816,-0.0030762143433094025,0.007744324393570423,0.00830078125,1.035400390625,0.0947265625,-0.3275229334831238,-0.4926605522632599,-0.24862384796142578
0.009789197705686092,-0.008475293405354023,0.0058886040933430195,0.023708194494247437,0.0005888696759939194,0.017517879605293274,0.0302734375,0.9833984375,0.07958984375,-0.3284403681755066,-0.49724769592285156,-0.24770642817020416
0.009940531104803085,-0.008273127488791943,0.005512771662324667,0.0004960009828209877,-0.004297908395528793,-0.04478853940963745,0.0205078125,0.966064453125,0.072265625,-0.3211009204387665,-0.4917431175708771,-0.2495412826538086
0.01008509285748005,-0.008107115514576435,0.004977894015610218,0.015156334266066551,0.0005888696759939194,-0.03745836764574051,0.001220703125,0.985107421875,0.084716796875,-0.3211009204387665,-0.4917431175708771,-0.2495412826538086
0.01006338931620121,-0.00817539170384407,0.004796440247446299,-0.006834166124463081,-0.004297908395528793,-0.004472619853913784,-0.002197265625,1.004638671875,0.08740234375,-0.3293578028678894,-0.4981651306152344,-0.24495412409305573
